text,label
"Bu çalışma, kelâm ilmi bağlamında Mâtürîdî'nin iman, ikrar, tasdik, açıklık ve takiyye konusundaki görüşlerini incelemektedir. Mâtürîdî, kelâm ilminde önemli bir yere sahip olan ve İslam inanç esaslarını açıklayan bir düşünürdür. Araştırma, Mâtürîdî'nin iman anlayışını ve bu anlayışın ikrar (dil ile ifade), tasdik (kalp ile doğrulama), açıklık (imanın açıkça ifade edilmesi) ve takiyye (imanın gizlenmesi) kavramları ile ilişkisini değerlendirmektedir. Sonuçlar, Mâtürîdî'nin, imanın hem ikrar hem de tasdiki kapsadığını ve bu iki unsurun bir arada bulunmasının gerektiğini savunduğunu göstermektedir. Ayrıca, takiyyenin sadece zaruret hallerinde uygulanabileceği ve iman açıklığının esas olduğu vurgulanmaktadır. Bu bulgular, İslam inanç sisteminin anlaşılması ve kelâm ilminin geliştirilmesi açısından önemli bilgiler sunmaktadır.
",1
"bu çalışmada, adıyaman ilinin hayvan potansiyeli ele alınmış ve elde edilebilecek enerji miktarı belirlenmiştir. adıyaman ilindeki büyükbaş, küçükbaş ve kanatlı atıklarından elde edilebilecek gübre miktarlarının biyogaz olarak değerlendirilmesi çalışması yapılmıştır. büyükbaş, küçükbaş ve kanatlı hayvan verileri adıyaman i̇l gıda tarım ve hayvancılık i̇l müdürlüğü’nden alınmıştır. bu verilere göre 2015 yılı itibariyle il genelinde 81.733 adet büyükbaş, 305.724 adet küçükbaş ve 231.358 adet kanatlı hayvan bulunduğu hesaplanmıştır. hesaplanan atık miktarlarına göre, elde edilebilecek gübre miktarı büyükbaş hayvanda 294.238.80 tonyıl-1, küçükbaş hayvanda 214.006.80 tonyıl-1 ve kanatlılarda ise 5.089.88 tonyıl-1 olarak hesaplanmıştır. hesaplanan gübre miktarlarına göre biyogaz üretim miktarı büyükbaş hayvanda 6.473.253.60 m3yıl-1, küçükbaş hayvanda 8.274.929.60 m3yıl-1 ve kanatlılarda ise 264.673.50 m3yıl-1 olup, toplam elde edilebilecek enerjinin eşdeğer karşılıkları ise 70.560.426.49 kwhyıl-1 (254.017.53 gjyıl-1) olarak hesaplanmıştır. i̇l genelinde hayvansal atıkların bir biyogaz tesisi ile enerjiye dönüştürülmesi mikro ve makro ekonomi açısından önem arz etmektedir.
",0
"Ahmedbinmahmud, Göynüklü ve Katip olarak bilinen bir şahsiyetin mecmua yazıları, Osmanlı dönemi edebi ve kültürel birikimi açısından büyük önem taşımaktadır. Bu yazılar, dönemin sosyal, siyasi ve kültürel yaşamına dair değerli bilgiler sunmakta ve aynı zamanda edebi dilin inceliklerini gözler önüne sermektedir. Ahmedbinmahmud’un mecmuaları, onun gözlem yeteneğini ve derin bilgi birikimini yansıtan zengin içeriklere sahiptir. Göynüklü olarak bilinen bu katip, yazılarında genellikle dönemin gündelik yaşamından kesitler sunmakta ve toplumun çeşitli kesimlerinin yaşam tarzlarını detaylı bir şekilde anlatmaktadır. Bu eserler, hem tarihi bir kaynak olarak hem de edebi bir değer taşıyan metinler olarak incelenmeye değerdir. Ahmedbinmahmud’un eserleri, Osmanlı dönemi kültürel mirasının anlaşılmasında ve bu döneme dair daha geniş bir perspektif kazanılmasında önemli bir rol oynamaktadır.
",1
"En az aktarma modeli kullanarak seyahat planlama ve toplu taşıma süreçlerini inceleyen bu çalışma, ulaşım planlaması ve optimizasyon alanında önemli katkılar sunmaktadır. En az aktarma modeli, yolcuların en az sayıda aktarma ile hedeflerine ulaşmalarını sağlayan bir seyahat planlama yöntemidir. Araştırma, toplu taşıma sistemlerinde en az aktarma modelinin uygulanabilirliğini ve bu modelin yolcu memnuniyeti üzerindeki etkilerini değerlendirmektedir. Sonuçlar, en az aktarma modelinin, yolcuların seyahat sürelerini ve aktarma sayısını azaltarak toplu taşıma sistemlerinin verimliliğini artırdığını göstermektedir. Bu bulgular, toplu taşıma planlamasında en az aktarma modelinin uygulanması ve optimizasyonu için önemli veriler sunmaktadır.
",1
"Eğitimde disiplin uygulamaları, öğrenme ortamının düzenli ve verimli bir şekilde sürdürülmesini sağlamak için önemli bir rol oynar. Disiplin, öğrencilere sorumluluk bilinci kazandırmak, olumlu davranışları teşvik etmek ve olumsuz davranışları önlemek amacıyla uygulanır. Eğitimde disiplin uygulamaları, öğrencilerin akademik başarılarını ve sosyal gelişimlerini desteklemek için tasarlanmalıdır. Disiplin politikaları, adil ve tutarlı bir şekilde uygulanmalı ve öğrencilerin bireysel farklılıkları göz önünde bulundurulmalıdır. Araştırmalar, disiplin uygulamalarının, öğrenci davranışlarını olumlu yönde etkilediğini ve öğrenme ortamının kalitesini artırdığını göstermektedir. Disiplin uygulamalarında, cezalandırma yerine pozitif pekiştirme yöntemlerinin kullanılması, öğrencilerin motivasyonunu ve öz düzenleme becerilerini geliştirmede daha etkili sonuçlar verir. Sonuç olarak, eğitimde disiplin uygulamaları, öğrenme ortamının sağlıklı ve verimli bir şekilde sürdürülmesi için temel bir unsurdur ve öğrenci başarısının artırılmasında önemli rol oynar.
",1
"bu araştırmada, özel eğitim bölümü’nde öğrenim gören öğrencilerin ödevlerinde yaptıkları türkçe kullanım hataları incelenmiştir. araştırmanın çalışma grubu, eskişehir osmangazi üniversitesi eğitim fakültesi özel eğitim bölümü ikinci sınıfta öğrenim gören 28 öğrenciden oluşmaktadır. katılımcıların tamamı “kaynaştırmada olumlu sınıf yönetimi” adlı dersi almışlar ve bu ders kapsamında ders ödevi hazırlamışlardır. araştırmanın verileri, katılımcıların hazırladıkları ders ödevlerinin doküman analizi tekniği ile incelenerek yaptıkları türkçe kullanım hatalarının belirlenmesi ile toplanmıştır. analiz için türkçe hataları, türk dili ve edebiyatı öğretmenliği alanında doktorasını tamamlamış bir öğretim üyesinin danışmanlığında kodlanarak sınıflanmış; türkçe dilbilgisi hataları, anlatım hataları ve düzen hataları olarak üç ana başlık altında otuz farklı hata türü tanımlanmıştır. bulgulara göre, katılımcıların ödevlerinde yaptıkları türkçe hatalarının sayısının 40 ile 333 arasında değiştiği ve en sık yapılan hataların; hatalı büyük-küçük harf kullanımı, virgül kullanımında yanlışlık ve özne-tümleç eksikliği olduğu belirlenmiştir.
",0
"bilişim sistemlerinin gelişmesiyle, saldırı tespit sistemlerinin (sts) kullanımı önem kazanmıştır. bu sistemlerin çalışması, genellikle sınıflandırma problemi çerçevesinde değerlendirilebilir. sınıflandırıcı uygulamalarının en önemli aşamalardan birisi nitelik seçme aşamasıdır. günümüzde, sınıflandırıcı başarısını artırmak için, tek sınıflandırıcı yerine sınıflandırıcı füzyonu kullanımı önerilmektedir. bu öneride; saldırı tespit sınıflandırma uygulamalarında, nitelik seçme ve sınıflandırıcı füzyonu ağırlık belirleme işlemlerinin, genetik algoritma (ga) kullanılarak yapılması önerilmektedir. bu sisteme, genetik algoritma tabanlı nitelik seçme ve ağırlık bulma (ga-ns-ab) adı verilmiştir. ga-ns-ab, saldırı tespit sistemi nsl-kdd veri kümesi üzerinde uygulanmıştır. çoklu sınıflandırıcı füzyonunda sınıflandırıcı sayısının 3 ile 7 arasında olduğu doğrusal ağırlıklı birleştirme yöntemi kullanılmıştır. kullanılan sınıflandırıcılar şunlardır: adaboost, karar ağacı, lojistik regresyon, saf bayes, rastgele orman, gradient boosting, en yakın k komşu. önerilen yöntem, ga-ns-ab, diğer füzyon yöntemleri ( basit ve olasılık oy) ve tek sınıflandırıcı sonuçları ile karşılaştırılmıştır. ga-ns-ab ile eğitim ve test süresi azaltılarak, doğruluk oranı değerleri daha yüksek olan bir sınıflandırıcı füzyonu elde edilmiştir.
",0
"Matematik öğretiminde, öğrencilerin matematiksel başarılarını ve motivasyonlarını etkileyen tutumlar ve yapısal eşitlik modeli önemli bir rol oynamaktadır. Matematik eğitimi, öğrencilerin bu alandaki tutumlarını ve genel yaklaşımlarını doğrudan etkiler. Tutumlar, öğrencilerin matematik dersine olan ilgilerini, öz-yeterlik algılarını ve genel başarılarını belirlerken, yapısal eşitlik modeli, çeşitli değişkenler arasındaki ilişkileri anlamak ve bu ilişkilerin öğrenci başarıları üzerindeki etkilerini analiz etmek için kullanılan bir yöntemdir. Bu model, öğrencilerin matematiksel yetenekleri ile tutumları arasındaki etkileşimleri incelemeye ve geliştirmeye yönelik bilgi sağlar. Yapısal eşitlik modeli, matematiksel performansın sadece bireysel yeteneklere değil, aynı zamanda öğrencilerin matematiğe karşı duyduğu tutum ve motivasyona bağlı olduğunu gösterir. Öğretmenler, bu modelden elde edilen verilerle öğrencilerin matematiksel başarılarını artırmak için etkili eğitim stratejileri geliştirebilirler. Tutumlar ve yapısal eşitlik modeli arasındaki ilişki, öğrencilerin matematik dersine olan yaklaşımlarını ve başarılarını etkileyen temel faktörleri anlamak açısından kritik öneme sahiptir. Eğitim araştırmalarında bu modelin uygulanması, matematik öğretiminin kalitesini ve etkinliğini artırmaya yönelik stratejilerin oluşturulmasına yardımcı olabilir. Bu bağlamda, yapısal eşitlik modeli kullanılarak geliştirilen stratejiler, öğrencilerin matematiksel başarılarını desteklemek ve motivasyonlarını artırmak için kapsamlı bir yaklaşım sunar.
",1
"Kamu kurumu ve vatandaş etkileşimi, modern belediyecilik anlayışının önemli unsurlarından biridir. Sosyal medya platformları, özellikle Facebook, bu etkileşimin sağlanmasında etkili bir araç olarak kullanılmaktadır. Belediyeler, Facebook üzerinden vatandaşlarla doğrudan iletişim kurarak, onların taleplerini ve şikayetlerini daha hızlı ve etkili bir şekilde yönetebilir. Bu platformlar, aynı zamanda belediye hizmetleri hakkında bilgilendirme yapma ve katılım süreçlerini teşvik etme amacıyla da kullanılır. Araştırmalar, sosyal medya kullanımının, belediye ve vatandaş arasındaki iletişimi güçlendirdiğini ve hizmet kalitesini artırdığını göstermektedir. Sosyal medya, belediyelerin şeffaflık ve hesap verebilirlik ilkelerini uygulamalarında da önemli bir rol oynar. Sonuç olarak, kamu kurumu ve vatandaş etkileşimi, sosyal medya platformları kullanılarak etkin bir şekilde sağlanabilir ve bu etkileşim, yerel yönetimlerin başarısını artırır.
",1
"Zaman hırsızlığı, modern iş dünyasında yaygın bir sorun olarak karşımıza çıkmakta ve bu durum, çalışanların sorumluluk bilinci, duygusal dengelilik ve dışa dönüklük gibi kişilik özellikleri üzerinde belirleyici etkiler yaratmaktadır. Bu çalışma, zaman hırsızlığı ile çalışanların sorumluluk duygusu, duygusal dengelilik düzeyleri ve dışa dönüklük arasındaki ilişkiyi incelemektedir. Zaman hırsızlığı, çalışanların iş yerinde verimli çalışma süresini kişisel aktiviteler için kullanmasıdır ve bu durum, iş performansını olumsuz yönde etkileyebilir. Araştırmanın bulguları, sorumluluk bilinci yüksek olan çalışanların zamanlarını daha verimli kullanma eğiliminde olduklarını ve bu nedenle zaman hırsızlığı yapma olasılıklarının daha düşük olduğunu göstermektedir. Duygusal dengeliliği yüksek bireylerin de zaman hırsızlığı yapma eğilimlerinin daha az olduğu belirlenmiştir. Ayrıca, dışa dönük kişilik özelliklerine sahip bireylerin, sosyal etkileşimler yoluyla zaman hırsızlığını daha az sergiledikleri gözlemlenmiştir. Zaman hırsızlığı, iş yerinde verimliliği düşüren ve iş performansını olumsuz etkileyen bir davranış olarak tanımlanmaktadır. Bu bağlamda, sorumluluk bilincinin ve duygusal dengeliliğin artırılması, zaman hırsızlığını önlemede önemli bir strateji olarak değerlendirilmektedir. Sonuç olarak, zaman hırsızlığının önlenmesi için çalışanların kişilik özelliklerinin dikkate alınması gerektiği ve bu durumun iş performansı üzerinde doğrudan bir etkisi olduğu vurgulanmaktadır.
",1
"Yonga levha ve MDF malzemelerinin su alma davranışlarını dijital görüntü korelasyonu (DIC) yöntemi ile inceleyen bu çalışma, malzeme bilimleri ve yapı mühendisliği alanında yenilikçi analizler sunmaktadır. Yonga levha ve MDF, çeşitli yapı ve mobilya uygulamalarında yaygın olarak kullanılan kompozit malzemelerdir ve su alma davranışları, bu malzemelerin performansını doğrudan etkiler. Araştırma, farklı nem koşulları altında yonga levha ve MDF malzemelerinin su alma miktarlarını ve bu süreçte meydana gelen boyutsal değişimleri DIC yöntemi ile analiz etmektedir. Deneysel çalışmalar, su alma testi ve dijital görüntü analizleri ile malzemelerin performansını değerlendirmektedir. Sonuçlar, yonga levha ve MDF malzemelerinin su alma davranışlarının, malzemenin yoğunluğu ve yüzey kaplama özellikleri ile yakından ilişkili olduğunu göstermektedir. Bu bulgular, yonga levha ve MDF üretiminde su direncini artıracak yeni malzeme ve kaplama teknolojilerinin geliştirilmesine yönelik önemli veriler sunmaktadır.
",1
"bu çalışmada, öğretmen adaylarının akademik erteleme eğilimleri ile akademik özyeterlik düzeyleri arasındaki ilişki incelenmiştir. araştırma ilişkisel tarama modeli ile desenlenmiştir. araştırmanın çalışma grubunu türkiye’deki devlet ve vakıf üniversitelerinde öğrenim görmekte olan 495 eğitim fakültesi öğrencisi oluşturmaktadır. verilerin toplanmasında “akademik erteleme eğilimi ölçeği” ile “akademik özyeterlik ölçeği” kullanılmıştır. verilerin analizinde aritmetik ortalama, standart sapma gibi betimsel istatistiklerin yanında, pearson momentler çarpımı korelasyon katsayısı ve doğrusal regresyon tekniklerinden yararlanılmıştır. araştırma bulguları öğretmen adaylarının akademik erteleme eğilimleri ile akademik özyeterlik düzeyleri arasındaki ilişkinin anlamlı, negatif yönde ve orta düzeyde olduğunu göstermiştir. demografik değişkenlerden cinsiyetin akademik erteleme eğilimi üzerinde; okul türünün katılımcıların akademik özyeterlik düzeylerinde; bölümün ise hem akademik özyeterlik hem de akademik erteleme eğilimi üzerinde anlamlı bir farka neden olduğu görülmüştür. çalışmada ayrıca akademik özyeterliğin, akademik erteleme eğiliminin anlamlı bir yordayıcısı olduğu sonucuna ulaşılmıştır.
",0
"anayasa mahkemesi, son dönemde verdiği kararlar ile elektrik üretim ve dağıtım tesislerinin denetiminin özel hukuk kişilerinden hizmet satın alınması yoluyla yapılmasına imkân tanıyan bazı yasal düzenlemeleri iptal etmiştir. anayasa mahkemesi’nin söz konusu iptal kararlarının gerekçesi incelendiğinde, daha çok yasama yetkisinin devredilemezliği prensibi üzerinde durulduğu görülmektedir. ne var ki, kolluk ve kamu hizmeti düzleminde denetim hizmetinin özel kişilere gördürülmesine yönelik tartışmalar, anayasa mahkemesi’nin söz konusu iptal kararları, elektrik piyasasını düzenleyen mevzuat ve sektör uygulamaları dikkate alındığında yeniden şekillenmiştir. bu çalışma, esas olarak anayasa mahkemesi’nin sözü edilen iptal kararlarının, anayasa hukuku ve idare hukukunun genel ilke ve prensipleri çerçevesinde değerlendirilmesini amaçlamaktadır. bununla beraber, konunun eklemlendiği zemin dikkate alındığında, denetim hizmetinin özel kişilere gördürülmesine ilişkin olarak teori ve uygulamadaki yaklaşım ve gelişmeler de inceleme kapsamına dâhil edilmiştir.of the discussions, considerations in theory and practice concerning the provision of supervisory services by private legal entities are also included in the scope of the article
",0
"silis kumu, ana bileşen olarak başlıca kuvarstan (sio2) ve az miktarda kil, kireç, demir ve titanyum oksitten oluşur. demir ve titanyum oksit oranı silis kumunun pazarını belirleyen ve kullanım alanlarını kısıtlayan en önemli safsızlıkların başında gelmektedir. söz konusu safsızlıkların gravite, flotasyon ve manyetik ayırma gibi konvansiyonel yöntemlerle giderilememesi durumunda genellikle inorganik asitlerle liç yapılmaktadır. ancak inorganik asitlerle liç yöntemi hem maliyetli hem de çevresel açıdan pek çok sakıncalara sahiptir. bu çalışmada i̇stanbul şile bölgesi silis kumlarının çevre dostu zayıf organik asitlerle saflaştırılması hedeflenmiştir. organik asitlerden sitrik asit, tartarik asit ve oksalik asit kullanılarak numunenin sio2 oranı arttırılmış, fe2o3 ve tio2 içerikleri azaltılmıştır. ayrıca, organik asitlerin verimliliğinin karşılaştırılabilmesi için hf, hcl ve h2so4 gibi inorganik asitlerle de deneyler yürütülmüştür. en yüksek saflığı sağlayan organik asit tipi oksalik asit olup, numunenin sio2 içeriğini %81.65’den %90.42’ye yükseltmiştir. fe2o3 içeriğini ise %0.54’den %0.35’e, tio2 içeriğini %1.15’den %0.75’e kadar düşürmüştür.
",0
"Asya ve Avrupa kökenli masalların metinlerarasılık bağlamında incelenmesi, kültürel etkileşimlerin ve ortak anlatı motiflerinin anlaşılmasına katkı sağlar. Bu çalışma, Vladimir Propp'un yapısal anlatı çözümleme yöntemini kullanarak, ilköğretim düzeyindeki masallarda metinlerarasılık unsurlarını incelemektedir. Propp'un yöntemi, masalların yapılarını ve ortak anlatı motiflerini analiz etmek için kullanılan etkili bir tekniktir. Araştırma, Asya ve Avrupa kökenli masalların temel yapısal özelliklerini ve bu masallardaki ortak temaları belirlemeyi amaçlamaktadır. Ayrıca, bu masalların eğitimde nasıl kullanılabileceği ve öğrencilere kültürel farkındalık kazandırma potansiyeli de değerlendirilmiştir. Sonuçlar, Asya ve Avrupa masalları arasında belirgin yapısal ve tematik benzerlikler olduğunu ve bu benzerliklerin metinlerarasılık kavramıyla açıklanabileceğini göstermektedir. Bu bulgular, ilköğretim düzeyinde kültürel çeşitliliği ve ortak insan deneyimlerini öğretmek için masalların etkili bir araç olduğunu vurgulamaktadır.
",1
"Sınıf öğretmenlerinin sınıf yönetimi becerileri, öğrencilerin öğrenme ortamını ve eğitim deneyimlerini doğrudan etkiler. Bu makale, sınıf öğretmenlerinin sınıf yönetimi yaklaşımlarını detaylı bir şekilde ele alarak, akademik iyimserliklerini ve mesleki bağlılıklarını da incelemektedir. Sınıf yönetimi, öğretmenlerin öğrencilerle etkili bir şekilde iletişim kurma, davranışları yönlendirme ve öğretim sürecini organize etme yeteneklerini içerir. Bu yönetim stratejileri, öğrencilerin öğrenme motivasyonunu artırabilir ve sınıf içi atmosferi iyileştirebilir. Akademik iyimserlik, öğretmenlerin öğrencilerin başarı potansiyeline olan inancını ve bu inancı sınıf yönetimine yansıtmalarını ifade ederken, mesleki bağlılık ise öğretmenlerin mesleklerine olan adanmışlıklarını ve motivasyonlarını yansıtır. Çalışma, bu faktörlerin öğretmenlerin sınıf yönetiminde nasıl bir rol oynadığını ve öğrencilerin öğrenme süreçlerine nasıl etki ettiğini araştırmaktadır. Ayrıca, öğretmenlerin sınıf yönetimindeki stratejilerinin ve bu stratejilerin eğitim kalitesine olan katkılarının değerlendirilmesi, eğitimcilerin profesyonel gelişimlerine yönelik öneriler sunmaktadır. Bu makale, sınıf öğretmenlerinin etkili sınıf yönetimi yaklaşımlarını, akademik iyimserliklerini ve mesleki bağlılıklarını anlamak ve geliştirmek için önemli bilgiler sağlamaktadır.
",1
"Özel dersler, ortaöğretim öğrencilerinin bireysel öğrenme ihtiyaçlarını karşılayarak akademik başarılarını artırmada önemli bir araç olarak kullanılmaktadır. Birebir öğrenme deneyimi sunan bu dersler, öğrencinin öğrenme hızına ve kişisel ihtiyaçlarına göre özelleştirilebilir, bu da öğrencinin zorlandığı alanlarda daha fazla destek almasını sağlar. Bu makale, özel derslerin öğrenciler üzerindeki etkilerini ve bu derslerin mevcut öğretim programlarına entegrasyonunu incelemektedir. Birebir öğrenme, öğrencilere konuları daha derinlemesine anlama fırsatı sunar ve onların bireysel yeteneklerine uygun öğretim yöntemleri kullanılarak eğitim süreçlerini destekler. Araştırma, özel derslerin öğrencilerin akademik başarılarının yanı sıra motivasyonlarını ve derslere olan ilgilerini nasıl artırabileceğini tartışmaktadır. Ayrıca, özel derslerin öğretim programları ile nasıl entegre edilebileceği ve bu entegrasyonun eğitim sürecine olan katkıları ele alınmaktadır. Bu yaklaşımla, özel derslerin eğitimde nasıl daha etkili kullanılabileceği, öğretmenler ve eğitim kurumları için stratejik önerilerle desteklenmektedir. Sonuç olarak, özel derslerin öğrencilerin akademik performansını artırdığı ve onların eğitim deneyimlerine olumlu yönde katkı sağladığı vurgulanmaktadır.
",1
"Hareket, açıklama, grafik çizme ve grafik yorumlama, veri analizinde temel beceriler olarak kabul edilir ve verilerin anlaşılabilirliğini artırmada önemli bir rol oynar. Hareket, verilerin zaman içindeki değişimlerini ve dinamiklerini anlamak için kullanılır; bu sayede verilerdeki eğilimler ve desenler daha net bir şekilde gözlemlenebilir. Grafik çizme, verilerin görsel olarak temsil edilmesini sağlar, bu da veri setlerinin daha kolay ve hızlı bir şekilde anlaşılmasına olanak tanır. Grafikler, karmaşık verilerin sadeleştirilmiş ve düzenlenmiş bir biçimde sunulmasını sağlayarak, analiz sürecini basitleştirir ve verilerin daha etkili bir şekilde iletilmesine yardımcı olur. Grafik yorumlama ise, oluşturulan grafiklerin içeriğini doğru bir şekilde anlamak ve bu grafiklerden anlamlı sonuçlar çıkarmak için kritik öneme sahiptir. Grafiklerin doğru bir şekilde çizilmesi ve yorumlanması, verilerin etkili bir biçimde sunulması ve anlaşılması açısından belirleyici faktörlerdir. Veri görselleştirme, özellikle büyük ve karmaşık veri setlerinde, bilgilerin daha anlaşılır ve erişilebilir hale gelmesini sağlar. Verilerin etkili bir şekilde görselleştirilmesi, bilgiye dayalı kararların alınmasını ve sonuçların daha etkili bir şekilde iletilmesini kolaylaştırır. Bu bağlamda, hareket, açıklama, grafik çizme ve grafik yorumlama becerilerinin geliştirilmesi, veri analizi ve raporlama süreçlerinin daha verimli ve etkili bir şekilde gerçekleştirilmesini sağlar. Eğitimde bu becerilerin öneminin vurgulanması, veri analizi yeteneklerinin güçlendirilmesi açısından büyük bir katkı sağlayacaktır.
",1
"slam dünyası, bugüne değin her seviyede kendisinden etkilenmiş ve etkilenmeye devam ettiği önemli bazı tarihsel dönemeçlerden geçmiştir. bu dönemeçlerden belki de en önemlisi ve tesir bakımından en uzun süreli olanı; hz. peygamber sonrası ashâb arasında meydana gelen ihtilaf ve anlaşmazlıklar ile bunların sonucunda çatışma ve savaşlara sahne olan ilk fitne dönemidir. ortaya çıktıklarında büyük oranda siyasi karakterli olan bu ilk fitne ve/veya fitneler döneminin ihtilaf ve anlaşmazlık konuları, zamanla akidevi ve ameli boyutlar kazanarak müstakil mezheplerin ortaya çıkmasına neden olmuş ve böylece bugüne kadar sorunlara gebe olan varlığını sürdürmeye devam etmiş ve etkisini korumuştur. bu yüzden i̇slam tarihinin hemen hemen her döneminde ve müslümanların yaşadığı değişik coğrafyalarda o dönemde yaşananlara benzer kardeş kavgaları yaşanmış ve yaşanmaya devam etmektedir. böyle giderse de müslüman dünya daha birçok kardeş kavgalarına yani fitnelere sahne olabilir.
",0
"dna stabil yapıda olmasına rağmen, endojen ve ekzojen kaynaklı ajanlar tarafından hasara uğrama olasılığı yüksek bir moleküldür. eğer oluşan dna hasarı onarılmazsa; hücrede apoptoz, yaşlanma gibi olumsuz durumlar oluşur ve dna’da genomik mutasyonlar meydana gelebilir. bu yüzden organizmalar kendilerine uygun birtakım dna onarım mekanizmaları geliştirmiştir. bu onarım mekanizmaları canlılığın bütünlüğü ve devamlılığı için oldukça önemlidir. dna hasarları, nörodejeneratif hastalıkların patogenezinde rol alır. nöronlarda postmitotik hücreler olması nedeni ile daha çok baz kaybı mutasyonları ve dna zincir kırıkları mutasyonları görülürken; mevcut oksijenin %20’sini kullanan beyinde ise oksidatif strese dayalı dna hasarları oluşur. ayrıca nörodejeneratif hastalığın varlığı dna onarım mekanizmalarının işleyişini değiştirir. bu derlemede dna onarım mekanizmaları gözden geçirilecek ve huntington hastalığı, alzheimer hastalığı, parkinson hastalığı, amytrofik lateral skleroz hastalığı, friedreich ataksisi, ataksi telanjiektazi, herediter spastik parapleji hastalıklarında dna onarım mekanizmalarının rolünden bahsedilecektir.
",0
"Triglidae familyasına ait balıkların beslenme alışkanlıkları, deniz ekosistemlerinin gıda zincirini anlamada önemli bir rol oynamaktadır. Bu çalışma, Edremit Körfezi'nde Triglidae balıklarının mide içeriği ve beslenme alışkanlıklarını incelemektedir. Araştırmada, farklı türlerden alınan mide içerikleri analiz edilerek, besin tercihleri ve avlanma stratejileri belirlenmiştir. Sonuçlar, Triglidae balıklarının çeşitli omurgasızlar ve küçük balıklarla beslendiğini ve beslenme alışkanlıklarının türler arasında farklılık gösterdiğini ortaya koymaktadır. Bu bulgular, Triglidae familyasının, deniz ekosistemlerinde predatör olarak önemli bir rol oynadığını ve biyolojik çeşitliliğin korunmasında etkili olduğunu göstermektedir. Ayrıca, beslenme alışkanlıklarının, çevresel koşullara ve avlanma alanlarına göre değişiklik gösterdiği tespit edilmiştir. Sonuç olarak, Triglidae balıklarının beslenme ekolojisi, deniz ekosistemlerinin sağlığı ve sürdürülebilir balıkçılık yönetimi açısından önemli bilgiler sunmaktadır.
",1
"bu çalışma, denizli iline bağlı tavas ovasında uygulanan arazi toplulaştırma (at) ve tarla içi geliştrime hizmetleri (ti̇gh) çalışmalarının değerlendirilmesi amacıyla yapılmıştır. bu amaçla denizli – tavas ovası 1. kısım at ve ti̇gh projesine ait proje verileri incelenmiştir. 8 köyün arazi toplulaştırma projesi (atp) öncesi ve sonrasına ait işletmelerin ortalama parsel büyüklüklerindeki değişim, işletme başına düşen parsel sayısında meydana gelen azalma miktarı belirlenmiştir. atp öncesi ortalama parsel büyüklüğü 5.56 da iken, bu değer atp sonrasında 8.63 da’a yükselmiştir. proje alanında ti̇gh’nin yapılabilmesi için çiftçilerden alınan kesinti miktarları karşılaştırılmış, proje alanı toplulaştırma oranı % 35.5 (adet/adet) olarak bulunmuştur. türkiye’de yapılan diğer at çalışmalarında olduğu gibi bu proje kapsamında da parsellere ulaşımın sağlanması amacıyla yapılan yollar irdelenmiş, birim alana isabet eden yol uzunluğunda % 94 (m/m)’lük bir artış olduğu gözlenmiştir. çalışmada ayrıca proje alanında tamamlanmış olan sulama kanallarının yeterlilik durumunu belirlemek amacıyla toplulaştırma alanı sulama oranı değerleri de belirlenmiştir.
",0
"kablosuz sensör ağlarının (ksa/wsn) temel bileşenleri olan kablosuz sensör ağ düğümleri (ksad), işlemci ve hafıza devresi, radyo modülleri, güç üniteleri, sensörler/aktuatörler ve dönüştürücü devrelerinden oluşmaktadırlar. mevcut ksad ’lerin maliyetlerinin yüksek olması bir yana amaca yönelik tasarımlarda ek donanımlara/bağlantılara ihtiyaç duymaları veya bunun tam tersi olarak uygulamaların ihtiyaç duymadığı gereksiz özelliklere sahip olabilmeleri, dezavantajlardır. bu makalede, özellikle deneysel amaçlı ve çok sayıda sensör düğüm gerektiren ksa ağ uygulamalarında kullanılmak üzere amaca özel programlanabilen, kurulumu ve işletmesi kolay, mevcut diğer zigbee ksad’ler ile kıyaslanabilen özelliklerde bir sensör düğümün (fnode) tasarlanıp gerçekleştirme süreci sunulmuştur. buna ek olarak fnode’lardan oluşturulacak ksa yapılarını kontrol edebilen, sensör düğümlerden toplanan verileri ön işlemlerle optimize ederek veri tabanlarına kaydedebilen bir kontrol ve gözlemleme yazılımının (fmonitör) geliştirme detayları paylaşılmıştır. fıratzigbee isimli bu ksa sistemin gerekli test ve denemeleri yapılarak hem pratik uygulamalar için hem de ilgili eğitim kurumlarındaki ksa uygulamaları için bir deneysel platform olarak kolaylıkla kullanılabilir olduğu gösterilmiştir.
",0
